Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,NARA Risk Level,NARA Preservation Action,NARA Proposed Preservation Plan,Description and Justification,NARA Preferred Processing and Transformation Tool(s)
Geography Markup Language,gml,Geospatial,NF00200,application/gml+xml,http://www.ogc.org/standards/gml,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/227,https://www.loc.gov/preservation/digital/formats/fdd/fdd000296.shtml,,https://www.wikidata.org/wiki/Q926165,http://fileformats.archiveteam.org/wiki/Ext:gml,,https://en.wikipedia.org/wiki/Geography_Markup_Language,https://docs.fileformat.com/gis/gml/,,,Low Risk,Retain,Retain,"Geography Markup Language (GML) is an XML-based language to express geographical features. It is both a modeling language for geographic systems and an open interchange format. GML is an open standard developed by the Open Geospatial Consortium (OGC), first released in 2000, and has also been standardized by ISO since 2007. It is widely supported and should be retained as-is. GML is considered a preferred format as per NARA Transfer Guidance.
",FME; Global Mapper
GeoJSON,json|geojson,Geospatial,NF00831,application/geo+json,https://datatracker.ietf.org/doc/html/rfc7946,https://www.nationalarchives.gov.uk/PRONOM/fmt/1367,,,https://www.wikidata.org/wiki/Q5533904,http://fileformats.archiveteam.org/wiki/GeoJSON,,https://en.wikipedia.org/wiki/GeoJSON,https://docs.fileformat.com/gis/geojson/,https://www.loc.gov/preservation/digital/formats/fdd/fdd000382.shtml,"fdd000382 refers to version 1.0 of the format, rather than the one described by RFC 7946.",Low Risk,Retain,Retain,"GeoJSON is a geospatial data format that uses JavaScript Object Notation (JSON) to capture data about geographic features. It is widely used for data interchange. The GeoJSON format was initially published in 2008 and was then updated to RFC 7946, which is an Internet Engineering Task Force (IETF) Proposed Standard. GeoJSON is an open standard which has been widely adopted, and can be rendered in any text editor. JSON is considered a preferred format as per NARA Transfer Guidance, although GeoJSON specifically is not referenced. Because the standard is open and the data can be easily rendered, GeoJSON files may be retained in their original format.",FME; Global Mapper; Any supported text editor
GeoPackage,gpkg,Geospatial,NF00795,application/geopackage+sqlite3,https://www.geopackage.org/spec/,https://www.nationalarchives.gov.uk/PRONOM/fmt/1700,https://www.loc.gov/preservation/digital/formats/fdd/fdd000520.shtml,,https://www.wikidata.org/wiki/Q22908624,http://fileformats.archiveteam.org/wiki/GeoPackage,,https://en.wikipedia.org/wiki/GeoPackage,https://docs.fileformat.com/gis/gpkg/,https://www.ogc.org/standards/geopackage,,Low Risk,Retain,Retain,"GeoPackage (GPKG) is a data format for geographic information systems. It is defined as a SQLite 3 database file with a specific database schema that uses the file extension .gpkg. The database container contains data and metadata tables with typical definitions, format limitations, integrity assertions and content constraints. It is an open format that is developed and maintained by the Open Geospatial Consortium, and it has been adopted as a distribution format by government agencies in and outside the United States. There are several GIS software tools that provide support for reading and writing GeoPackage files. Due to these sustainability factors, GeoPackage can be retained as-is. GeoPackage is considered a preferred format as per NARA Transfer Guidance.",FME; Global Mapper
Geospatial Tagged Image File Format (GeoTIFF),gtiff|tif|tiff,Geospatial|Digital Still Image,NF00201,image/tiff|image/geotiff,http://web.archive.org/web/20160407200913/http://www.remotesensing.org/geotiff/spec/geotiff2.4.html#2.4,https://www.nationalarchives.gov.uk/PRONOM/fmt/155,http://www.loc.gov/preservation/digital/formats/fdd/fdd000279.shtml,https://wiki.dpconline.org/images/6/64/TIFF_Assessment_v1.3.pdf,https://www.wikidata.org/wiki/Q1502796,http://fileformats.archiveteam.org/wiki/GeoTIFF,https://forensics.wiki/tiff/,https://en.wikipedia.org/wiki/GeoTIFF,https://docs.fileformat.com/image/tiff/,,,Moderate Risk,Retain,Retain,"Geospatial Tagged Image File Format (GeoTIFF) is a metadata standard and extension of TIFF that embeds geocoding metadata information within a TIFF file. GeoTIFF is based on TIFF 6.0, which is a wrapper that can store one or multiple raster graphics images. GeoTIFF’s extended metadata can include information for aerial photography, satellite imagery, map projects, and coordinate systems. GeoTIFF was developed at Intergraph in the 1990s and then was refined at the NASA Jet Propulsion Lab in 1994. It is open and fully documented, with support available in current tools, therefore it is recommended to retain GeoTIFF files as-is. GeoTIFF is considered a preferred format as per NARA Transfer Guidance.",FME; Global Mapper
Graphics Interchange Format (GIF) 87a,gif,Digital Still Image,NF00202,image/gif,https://www.w3.org/Graphics/GIF/spec-gif87.txt,https://www.nationalarchives.gov.uk/PRONOM/fmt/3,,,https://www.wikidata.org/wiki/Q27526733,http://fileformats.archiveteam.org/wiki/GIF#Version_87a,https://forensics.wiki/gif/,https://en.wikipedia.org/wiki/GIF,https://docs.fileformat.com/image/gif/,http://www.fileformat.info/format/gif/egff.htm,,Moderate Risk,Retain,Retain,Graphics Interchange Format (GIF) is a raster image web graphics format that stores bitmap images in a single file. The 87a version is the original version and was created by CompuServe in 1987. GIF used patent-protected LZW lossless compression; the patent was owned by Unisys but expired in 2003. GIF has an open specification and is well-documented and in wide use with a variety of software to render. It is recommended to retain GIF files as-is since the files can easily be opened and are prevalent in the field.,Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Graphics Interchange Format (GIF) 89a,gif,Digital Still Image,NF00203,image/gif,https://www.w3.org/Graphics/GIF/spec-gif89a.txt,https://www.nationalarchives.gov.uk/PRONOM/fmt/4,https://www.loc.gov/preservation/digital/formats/fdd/fdd000133.shtml,,https://www.wikidata.org/wiki/Q27526739,http://fileformats.archiveteam.org/wiki/GIF#Version_89a,https://forensics.wiki/gif/,https://en.wikipedia.org/wiki/GIF,https://docs.fileformat.com/image/gif/,http://www.fileformat.info/format/gif/egff.htm,,Moderate Risk,Retain,Retain,"Graphics Interchange Format (GIF) is a raster image web graphics format that stores bitmap images in a single file. The 87a version is the original version and 89a was the second release that added support for animation delays, storage of application metadata, and a few other upgrades. The two versions can be distinguished by the first six bytes of the file. GIF 87a was created by CompuServe in 1987 and 89a was released in 1989. GIF used patent-protected LZW lossless compression; the patent was owned by Unisys but expired in 2003. GIF has an open specification and is well-documented and in wide use with a variety of software to render. It is recommended to retain GIF files as-is since the files can easily be opened and are prevalent in the field.",Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Graphics Interchange Format (GIF) unspecified version,gif,Digital Still Image,NF00652,image/gif,,,,,,http://fileformats.archiveteam.org/wiki/GIF,https://forensics.wiki/gif/,https://en.wikipedia.org/wiki/GIF,https://docs.fileformat.com/image/gif/,http://www.fileformat.info/format/gif/egff.htm,A number of GIFs in NARA's holdings have only been identified by their extensions. NF00652 is currently a catch-all for these.,Moderate Risk,Identify Version,Retain,"Graphics Interchange Format (GIF) is a raster image web graphics format that stores bitmap images in a single file. The 87a version is the original version and 89a was the second release that added support for animation delays, storage of application metadata, and a few other upgrades. The two versions can be distinguished by the first six bytes of the file. GIF 87a was created by CompuServe in 1987 and 89a was released in 1989. GIF used patent-protected LZW lossless compression; the patent was owned by Unisys but expired in 2003. GIF has an open specification and is well-documented and in wide use with a variety of software to render. It is recommended to retain GIF files as-is since the files can easily be opened and are prevalent in the field. ""Unspecified"" means that we have not yet identified which version of format has been found; these files should be treated as if they possess the risks and limitations inherent in any file in the format family. ",Adobe Photoshop; GNU Image Manipulation Program; IrfanView
GZIP,gz|tgz,Software and Code,NF00204,application/x-gzip|application/gzip,http://tools.ietf.org/html/rfc1952,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/266,https://www.loc.gov/preservation/digital/formats/fdd/fdd000599.shtml,,https://www.wikidata.org/wiki/Q10287816,http://fileformats.archiveteam.org/wiki/Gzip,,https://en.wikipedia.org/wiki/gzip,https://docs.fileformat.com/compression/gz/,,,Low Risk,Retain,Retain but extract files from the container,"GZIP is a compressed binary archive container file format and command line utility used primarily on Unix-style operating systems, but available cross-platform. It uses DEFLATE compression. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",WinZip
Harvard Graphics Chart 3.0,ch3,Presentation and Publishing,NF00566,,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/32,,,https://www.wikidata.org/wiki/Q59716162,http://fileformats.archiveteam.org/wiki/Harvard_Graphics,,https://en.wikipedia.org/wiki/Harvard_Graphics,,http://www.fileformat.info/format/harvard/egff.htm,,Moderate Risk,Transform,"Transform to a TBD format, possibly PowerPoint","Harvard Graphics was a graphics and presentation program for personal computers. It incorporates text, information graphics, and charts into custom slideshow presentations. The CH3 file is mainly associated with the Harvard Graphics v3.0 software and used for its default chart or drawing file. The software is no longer supported.","Procure and/or develop tools. Research indicates that the original Harvard Graphics software is required to convert Harvard Graphics files. There are no converters although Microsoft PowerPoint 97 may be able to import CHT, SHW, CH3, and SH3, but still requires the Harvard Graphics software. Harvard Graphics may be able to export files to another format. Corel Presentation can open PRS, SHW, and SH3 files. It may not be possible to convert SH3 files as they may be system files."
Harvard Graphics ChartXL/Vector Graphics,cht,Presentation and Publishing,NF00206,,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/325,,,https://www.wikidata.org/wiki/Q48906245,http://fileformats.archiveteam.org/wiki/Harvard_Graphics,,https://en.wikipedia.org/wiki/Harvard_Graphics,,http://www.fileformat.info/format/harvard/egff.htm,,Moderate Risk,Transform,"Transform to a TBD format, possibly PowerPoint","Harvard Graphics was a graphics and presentation program for personal computers. It incorporates text, information graphics, and charts into custom slideshow presentations. The CHT file extension is associated with the Harvard Graphics ChartXL, a graphics and data analyzing software used to create chart results. The software is no longer supported.","Procure and/or develop tools. Research indicates that the original Harvard Graphics software is required to convert Harvard Graphics files. There are no converters although Microsoft PowerPoint 97 may be able to import CHT, SHW, CH3, and SH3, but still requires the Harvard Graphics software. Harvard Graphics may be able to export files to another format. Corel Presentation can open PRS, SHW, and SH3 files. It may not be possible to convert SH3 files as they may be system files."
Harvard Graphics Presentation 2.0,shw,Presentation and Publishing,NF00205,,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/324,,,https://www.wikidata.org/wiki/Q48902661,http://fileformats.archiveteam.org/wiki/Harvard_Graphics,,https://en.wikipedia.org/wiki/Harvard_Graphics,,http://www.fileformat.info/format/harvard/egff.htm,,Moderate Risk,Transform,"Transform to a TBD format, possibly PowerPoint","Harvard Graphics was a graphics and presentation program for personal computers. It incorporates text, information graphics, and charts into custom slideshow presentations. The SHW file is a presentation created in Harvard Graphics for DOS. The software is no longer supported.","Procure and/or develop tools. Research indicates that the original Harvard Graphics software is required to convert Harvard Graphics files. There are no converters although Microsoft PowerPoint 97 may be able to import CHT, SHW, CH3, and SH3, but still requires the Harvard Graphics software. Harvard Graphics may be able to export files to another format. Corel Presentation can open PRS, SHW, and SH3 files. It may not be possible to convert SH3 files as they may be system files."
