NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),Is the format proprietary?,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification?,Has the specification been approved and published by an internationally recognized standards body?,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available?,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect significant properties?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files?,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption?,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking?,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score,Risk/Sustainability Factor Status,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,"Feasibility: Ability to Convert (tools exist for conversion that does not alter content in unacceptable ways; NARA can perform acceptable transformations) Highest possible score=5, Lowest possible score =-5",NARA TOTAL
,,34.00,Low Risk,NF00491,JPEG File Interchange Format 1.01,jpg|jpeg,Digital Still Image,2,2,2,2,2,10,2,2,-1,2,2,7,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,-1,7,1992,-4,2013,-2,-6,34.00,Low Risk,0.008,-5,5,34
,X,37.00,Low Risk,NF00492,JPEG File Interchange Format 1.02,jpg|jpeg,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,-1,7,1992,-4,2013,-2,-6,37.00,Low Risk,0.037,-5,5,37
,,31.00,Low Risk,NF00493,JPEG Raw Stream,jpg|jpeg,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,-1,-1,-1,1,1992,-4,2013,-2,-6,31.00,Low Risk,0.031,-5,5,31
,,13.00,Moderate Risk,NF00221,JPEG Tiled Image Pyramid (JTIP),jtip,Digital Still Image,2,-1,0,-2,-1,-2,2,0,-1,0,-1,0,0,1,1,1,-1,-1,-1,0,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,0,0,6,1994,-4,,-4,-8,13.00,Moderate Risk,0.001,-5,-5,3
,,31.00,Low Risk,NF00641,JPEG unspecified version,jpg|jpeg,Digital Still Image,2,2,2,2,2,10,2,2,0,2,2,8,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,0,0,-1,3,1992,-4,2013,-2,-6,31.00,Low Risk,18.351,-14,,17
,,35.00,Low Risk,NF00802,JPEG XL,jxl,Digital Still Image,2,2,2,2,2,10,0,0,2,2,2,6,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,1,1,1,1,4,2,2,2,2,-1,7,2022,0,2022,0,0,35.00,Low Risk,0.037,-5,5,35
X,,40.00,Low Risk,NF00222,Keyhole Markup Language,kml,Geospatial,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,0,1,2,0,2,0,0,0,2,2008,-2,2015,-2,-4,40.00,Low Risk,0.000,-5,5,40
,,40.00,Low Risk,NF00577,Keyhole Markup Language (Container),kmz,Geospatial,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,0,1,2,0,2,0,0,0,2,2008,-2,2015,-2,-4,40.00,Low Risk,0.000,-5,5,40
,,0.00,Moderate Risk,NF00223,Keynote presentation file,key|key.zip,Presentation and Publishing,-1,-1,2,0,0,0,0,2,2,-1,-1,2,0,0,0,-1,1,-1,0,-1,1,0,1,-1,0,1,2,2,4,-2,1,-2,1,-2,-1,0,0,-1,-2,0,2,0,0,0,2,2005,-4,2020,0,-4,0.00,Moderate Risk,0.000,-5,-3,-8
,,-21.00,High Risk,NF00578,Kodak Cineon,cin,Digital Cinema,-1,-1,0,-2,0,-4,0,0,0,-1,-1,-2,-1,0,0,-1,0,0,0,-2,1,1,1,0,0,3,2,2,4,-2,0,-2,-2,-6,-1,-1,0,-1,-3,-1,0,-1,-1,0,-3,1992,-4,1996,-4,-8,-21.00,High Risk,0.000,-5,3,-23
,,-24.00,High Risk,NF00471,Kodak Photo-Enhancer,kdc,Digital Still Image,-1,-1,-1,-2,-1,-6,0,2,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-7,1,1,1,-1,2,4,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,-1,0,-1,-1,-1,-4,1998,-4,,-4,-8,-24.00,High Risk,0.000,-5,3,-26
,,-8.00,Moderate Risk,NF00224,Kodak PhotoCD,pcd,Digital Still Image,-1,-1,-1,-2,0,-5,0,0,-1,2,-1,0,-1,1,0,0,0,-1,-1,-2,1,1,1,0,2,5,2,2,4,1,-2,0,1,0,-1,0,0,-1,-2,0,0,0,0,0,0,1992,-4,2004,-4,-8,-8.00,Moderate Risk,0.000,-5,3,-10
,,-24.00,High Risk,NF00472,Kodak RAW,dcr,Digital Still Image,-1,-1,-1,-2,-1,-6,0,2,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-7,1,1,1,-1,2,4,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,-1,0,-1,-1,-1,-4,1998,-4,,-4,-8,-24.00,High Risk,0.000,-5,3,-26
,,27.00,Low Risk,NF00225,LaTeX Master Document,tex,Presentation and Publishing,2,2,2,-2,0,4,0,2,2,2,-1,5,1,1,1,1,1,1,1,7,1,-1,0,-1,2,1,2,2,4,1,1,1,1,4,1,0,2,1,4,0,2,0,0,0,2,1983,-4,2018,0,-4,27.00,Low Risk,0.000,-5,3,25
,,-6.00,Moderate Risk,NF00714,Letter,ltr,Textual and Word Processing,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,0,0,0,-1,1,0,0,0,0,1,1,0,0,2,2,2,4,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1984,-4,2009,-2,-6,-6.00,Moderate Risk,0.001,-5,3,-8
,,1.00,Moderate Risk,NF00226,Lock File,lck|lock,Software and Code,0,-1,0,-2,0,-3,0,0,0,0,-1,-1,1,0,0,1,1,1,1,5,0,0,0,0,0,0,2,2,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,2,1963,-4,,-4,-8,1.00,Moderate Risk,0.000,-5,5,1
,,32.00,Low Risk,NF00227,Log File,log,Software and Code,2,2,0,2,2,8,2,2,0,2,-1,5,1,1,0,1,1,1,1,6,0,0,0,0,0,0,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,2,2,2,10,2001,-4,2009,-2,-6,32.00,Low Risk,0.003,-5,5,32
,,-6.00,Moderate Risk,NF00233,Lotus 1-2-3 Chart,pic,Digital Design and Vector Graphics,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,-2,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1983,-4,1997,-4,-8,-6.00,Moderate Risk,0.000,-5,-3,-14
,,-10.00,Moderate Risk,NF00722,Lotus 1-2-3 Graph,gph,Spreadsheets,-1,-1,0,0,0,-2,0,0,-1,-1,-1,-3,-1,0,0,-1,-1,1,0,-2,0,0,0,0,0,0,2,2,4,-2,1,1,0,0,0,0,0,-1,-1,0,2,0,0,0,2,1983,-4,2002,-4,-8,-10.00,Moderate Risk,0.000,-5,-3,-18
,,-5.00,Moderate Risk,NF00776,Lotus 1-2-3 Spreadsheet Formatting file 3.0,fm3,Software and Code,-1,-1,2,-2,0,-2,0,0,-1,-1,-1,-3,0,0,0,-1,-1,1,0,-1,1,0,0,0,0,1,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,2,2,1987,-4,1992,-4,-8,-5.00,Moderate Risk,0.000,-5,-3,-13
,,-3.00,Moderate Risk,NF00228,Lotus 1-2-3 Worksheet 1.0 and 1A,wks|123,Spreadsheets,-1,-1,2,0,0,0,0,2,-1,-1,2,2,-1,0,0,-1,-1,1,0,-2,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1983,-4,1991,-4,-8,-3.00,Moderate Risk,0.000,-5,3,-5
,,-6.00,Moderate Risk,NF00229,Lotus 1-2-3 Worksheet 2.0,wk1|wk2,Spreadsheets,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,-2,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1984,-4,1993,-4,-8,-6.00,Moderate Risk,0.000,-5,3,-8
,,-6.00,Moderate Risk,NF00230,Lotus 1-2-3 Worksheet 3.0,wk3,Spreadsheets,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,-2,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1987,-4,1992,-4,-8,-6.00,Moderate Risk,0.000,-5,3,-8
,,-6.00,Moderate Risk,NF00231,Lotus 1-2-3 Worksheet 4.0/5.0,wk4,Spreadsheets,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,-2,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1992,-4,1994,-4,-8,-6.00,Moderate Risk,0.001,-5,3,-8
,,6.00,Moderate Risk,NF00234,Lotus Approach 97 Database View File,apr,Databases,-1,2,2,-2,-1,0,0,2,2,-1,2,5,0,1,1,-1,-1,1,-1,0,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,1997,-4,2008,-2,-6,6.00,Moderate Risk,0.000,-5,-5,-4
,,6.00,Moderate Risk,NF00579,Lotus Approach Database View File,apt,Databases,-1,2,2,-2,-1,0,0,2,2,-1,2,5,0,1,1,-1,-1,1,-1,0,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,1991,-4,2008,-2,-6,6.00,Moderate Risk,0.000,-5,-5,-4
,,-8.00,Moderate Risk,NF00235,Lotus Freelance 1-2.1,pre,Presentation and Publishing,-1,-1,0,0,0,-2,0,0,-1,0,-1,-2,-1,0,0,-1,-1,1,0,-2,0,0,0,0,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1986,-4,2002,-4,-8,-8.00,Moderate Risk,0.000,-5,3,-10
,,-8.00,Moderate Risk,NF00236,Lotus Freelance Smartmaster Graphics,mas,Presentation and Publishing,-1,-1,0,0,0,-2,0,0,-1,0,-1,-2,-1,0,0,-1,-1,1,0,-2,0,0,0,0,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1986,-4,2002,-4,-8,-8.00,Moderate Risk,0.000,-5,-3,-16
,,10.00,Moderate Risk,NF00237,Lotus Notes Database 2,nsf|ns2,Databases,-1,2,2,-2,-1,0,0,2,2,-1,2,5,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,2010,-2,2012,-2,-4,10.00,Moderate Risk,0.000,-5,-3,2
,,10.00,Moderate Risk,NF00238,Lotus Notes Database 3,nsf|ns3,Databases,-1,2,2,-2,-1,0,0,2,2,-1,2,5,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,2010,-2,2012,-2,-4,10.00,Moderate Risk,0.000,-5,-3,2
,,10.00,Moderate Risk,NF00239,Lotus Notes Database 4,nsf|ns4,Databases,-1,2,2,-2,-1,0,0,2,2,-1,2,5,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,2010,-2,2012,-2,-4,10.00,Moderate Risk,0.000,-5,-3,2
,,10.00,Moderate Risk,NF00785,Lotus Notes Database unspecified version,nsf,Databases,-1,2,2,-2,-1,0,0,2,2,-1,2,5,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,2010,-2,2012,-2,-4,10.00,Moderate Risk,0.001,-5,-3,2
,,-6.00,Moderate Risk,NF00728,LuraDocument Format,ldf,Digital Still Image|Presentation and Publishing,-1,-1,2,-2,0,-2,0,0,0,2,-1,1,-1,-1,0,-1,1,-1,0,-3,0,0,0,0,0,0,2,2,4,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,1995,-4,2015,-2,-6,-6.00,Moderate Risk,0.000,-5,5,-6
,,-2.00,Moderate Risk,NF00786,Macintosh PICT unspecified version,pict|pct|pic,Digital Still Image,-1,-1,2,-2,-1,-3,0,0,-1,2,-1,0,-1,-1,1,-1,-1,-1,-1,-5,0,0,0,0,0,0,2,2,4,1,1,1,-2,1,1,1,1,0,3,2,2,2,0,0,6,1984,-4,2001,-4,-8,-2.00,Moderate Risk,0.000,-5,5,-2
,,-31.00,High Risk,NF00240,MacPaint Graphics,pnt,Digital Still Image,-1,-1,-1,-2,-1,-6,0,0,-1,-1,-1,-3,-1,-1,0,-1,-1,0,0,-4,0,0,0,-1,-1,-2,-4,2,-2,-2,0,-2,0,-4,-1,0,0,-1,-2,0,0,0,0,0,0,1984,-4,1988,-4,-8,-31.00,High Risk,0.000,-5,-3,-39
,,-29.00,High Risk,NF00241,MacPaint Image,mac|pntg|pic,Digital Still Image,-1,-1,-1,-2,-1,-6,2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-4,0,0,0,-1,-1,-2,-4,2,-2,-2,0,-2,0,-4,-1,0,0,-1,-2,0,0,0,0,0,0,1984,-4,1988,-4,-8,-29.00,High Risk,0.006,-5,-3,-37
,,-1.00,Moderate Risk,NF00580,Macromedia Flash 5,swf,Digital Video|Software and Code|Web Records,-1,2,2,-2,2,3,0,0,-1,-1,-1,-3,-1,0,0,-1,-1,1,0,-2,-1,0,-1,0,0,-2,2,2,4,-2,0,-1,-2,-5,0,0,1,1,2,2,2,2,2,2,10,1996,-4,2004,-4,-8,-1.00,Moderate Risk,0.000,-5,3,-3
,,-1.00,Moderate Risk,NF00242,Macromedia Flash 6,swf,Digital Video|Software and Code|Web Records,-1,2,2,-2,2,3,0,0,-1,-1,-1,-3,-1,0,0,-1,-1,1,0,-2,-1,0,-1,0,0,-2,2,2,4,-2,0,-1,-2,-5,0,0,1,1,2,2,2,2,2,2,10,1997,-4,2004,-4,-8,-1.00,Moderate Risk,0.000,-5,3,-3
,,1.00,Moderate Risk,NF00243,Macromedia Flash 7,swf,Digital Video|Software and Code|Web Records,-1,2,2,-2,2,3,0,0,-1,-1,-1,-3,-1,0,0,-1,-1,1,0,-2,-1,0,-1,0,0,-2,2,2,4,-2,0,-1,-2,-5,0,0,1,1,2,2,2,2,2,2,10,1998,-4,2013,-2,-6,1.00,Moderate Risk,0.000,-5,3,-1
,,1.00,Moderate Risk,NF00727,Macromedia Flash project,fla,Digital Video|Software and Code,-1,2,2,-2,0,1,0,2,2,-1,-1,2,-1,1,0,-1,1,1,1,2,1,1,1,0,2,5,2,2,4,-2,-2,-2,-2,-8,0,0,0,-1,-1,0,2,0,0,0,2,1996,-4,2011,-2,-6,1.00,Moderate Risk,0.000,-5,5,1
,,1.00,Moderate Risk,NF00655,Macromedia Flash unspecified version,swf,Digital Video|Software and Code|Web Records,-1,2,2,-2,2,3,2,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,-2,-1,0,-1,0,0,-2,2,2,4,-2,0,-1,-2,-5,0,0,1,1,2,2,2,2,2,2,10,,-4,,-4,-8,1.00,Moderate Risk,0.005,-5,3,-1
,,0.00,Moderate Risk,NF00193,Macromedia Flash Video,flv|f4v,Digital Video,2,2,2,-2,2,6,0,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-5,1,1,0,0,0,2,2,2,4,-2,0,-1,-2,-5,1,0,0,-1,0,-1,2,2,0,2,5,2003,-4,2008,-2,-6,0.00,Moderate Risk,0.000,-5,5,0
,,8.00,Moderate Risk,NF00244,Maker Interchange Format,mif,Presentation and Publishing,-1,2,2,-2,1,2,0,2,2,2,-1,5,1,1,1,-1,1,0,1,4,0,1,1,-1,2,3,2,2,4,-2,-2,1,-2,-5,-1,1,0,-1,-1,0,0,0,0,0,0,1995,-4,2018,0,-4,8.00,Moderate Risk,0.000,-5,3,6
,,-6.00,Moderate Risk,NF00733,MapInfo Map Object File,map,Geospatial,-1,-1,2,-2,0,-2,0,2,-1,2,-1,2,-1,0,0,0,1,0,0,0,0,1,1,0,0,2,2,2,4,-2,0,-2,-2,-6,0,0,0,-1,-1,0,0,0,-1,0,-1,1986,-4,2019,0,-4,-6.00,Moderate Risk,0.000,-5,3,-8
,,16.00,Moderate Risk,NF00581,MarkLogic,json|rdf,Databases,-1,2,0,2,0,3,0,2,2,2,2,8,1,0,1,-1,1,1,0,3,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,0,0,0,0,0,0,0,0,0,0,0,2005,-4,2019,0,-4,16.00,Moderate Risk,0.001,-5,3,14
,X,29.00,Low Risk,NF00245,Material Exchange Format,mxf,Digital Video,2,2,2,2,2,10,2,2,2,2,2,10,-1,-1,0,1,1,-1,1,0,1,1,1,0,2,5,2,2,4,1,1,1,-2,1,1,1,1,1,4,-1,2,-1,-1,2,1,2004,-4,2011,-2,-6,29.00,Low Risk,0.001,-5,5,29
,,-6.00,Moderate Risk,NF00582,Mathematica Computable Document Format,cdf,Structured Data,-1,-1,0,0,0,-2,0,0,-1,2,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,-2,-2,1,-2,-5,-1,-1,0,1,-1,0,0,0,0,0,0,2011,-2,2019,0,-2,-6.00,Moderate Risk,0.000,-5,-3,-14
,,-6.00,Moderate Risk,NF00246,Mathematica Notebook,nb,Presentation and Publishing,-1,-1,0,0,0,-2,0,2,2,-1,-1,2,0,0,-1,-1,1,0,0,-1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1988,-4,,-4,-8,-6.00,Moderate Risk,0.000,-5,-3,-14
X,,32.00,Low Risk,NF00247,MBOX Email Format,mbox,Email,2,2,2,-2,-1,3,0,2,2,2,2,8,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,0,1,2,-1,2,-1,2,2,4,2001,-4,2013,-2,-6,32.00,Low Risk,0.000,-5,3,30
,,-10.00,Moderate Risk,NF00715,Media Package File,mpf,Presentation and Publishing,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,0,0,0,-1,1,0,0,0,0,1,1,0,0,2,2,2,4,-2,0,0,-2,-4,0,0,0,-1,-1,0,0,0,0,0,0,2002,-4,2010,-2,-6,-10.00,Moderate Risk,0.001,-5,5,-10
,,-1.00,Moderate Risk,NF00754,Memory Dump File,dmp,Software and Code,-1,-1,-1,0,0,-3,0,0,2,2,-1,3,-1,0,0,-1,1,0,0,-1,-1,1,1,0,0,1,2,2,4,-2,0,-2,-2,-6,0,0,0,-1,-1,2,2,2,2,0,8,1990,-4,2015,-2,-6,-1.00,Moderate Risk,0.000,-5,5,-1
,,4.00,Moderate Risk,NF00248,MET Metafile,met,Digital Still Image,-1,2,0,-2,2,1,0,0,-1,0,-1,-2,0,1,0,1,1,1,0,4,0,1,0,0,0,1,2,2,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1987,-4,2001,-4,-8,4.00,Moderate Risk,0.000,-5,3,2
,,-1.00,Moderate Risk,NF00704,Meta Raster Format,idx,Digital Still Image,2,2,-1,-2,2,3,0,0,-1,-1,-1,-3,-1,1,0,0,1,1,0,2,1,1,1,-1,0,2,2,2,4,-2,-2,1,-2,-5,1,0,0,1,2,0,0,0,-1,-1,-2,2014,-2,2016,-2,-4,-1.00,Moderate Risk,0.001,-5,3,-3
,,38.00,Low Risk,NF00334,MHTML: MIME Encapsulation of Aggregate Documents,mht|mhtml,Web Records,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1999,-4,1999,-4,-8,38.00,Low Risk,0.001,-5,5,38
,,-18.00,High Risk,NF00249,Micrografx Designer 3.1,drw,Digital Design and Vector Graphics,-1,-1,2,-2,-1,-3,2,0,0,-1,-1,0,-1,-1,0,-1,1,0,0,-2,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,2,0,0,4,1992,-4,1992,-4,-8,-18.00,High Risk,0.001,-5,-3,-26
,,-18.00,High Risk,NF00250,Micrografx Draw 2.0,drw,Digital Design and Vector Graphics,-1,-1,2,-2,-1,-3,2,0,0,-1,-1,0,-1,-1,0,-1,1,0,0,-2,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,2,0,0,4,1994,-4,1994,-4,-8,-18.00,High Risk,0.001,-5,-3,-26
,,-18.00,High Risk,NF00251,Micrografx Draw 3.0,drw,Digital Design and Vector Graphics,-1,-1,2,-2,-1,-3,2,0,0,-1,-1,0,-1,-1,0,-1,1,0,0,-2,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,2,0,0,4,1991,-4,1991,-4,-8,-18.00,High Risk,0.001,-5,-3,-26
,,-18.00,High Risk,NF00252,Micrografx Draw 4.0,ds4,Digital Design and Vector Graphics,-1,-1,2,-2,-1,-3,2,0,0,-1,-1,0,-1,-1,0,-1,1,0,0,-2,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,2,0,0,4,1996,-4,1996,-4,-8,-18.00,High Risk,0.001,-5,-3,-26
,,12.00,Moderate Risk,NF00835,Microsoft Access (.accdb) unspecified version,accdb,Databases,-1,-1,-1,0,0,-3,2,2,-1,2,-1,4,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2007,-4,2018,0,-4,12.00,Moderate Risk,0.000,-5,3,10
,,8.00,Moderate Risk,NF00834,Microsoft Access (.mdb) unspecified version,mdb,Databases,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1994,-4,2010,-2,-6,8.00,Moderate Risk,0.001,-5,3,6
,,8.00,Moderate Risk,NF00498,Microsoft Access 2,mdb,Databases,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1994,-4,1995,-4,-8,8.00,Moderate Risk,0.001,-5,-3,0
,,8.00,Moderate Risk,NF00253,Microsoft Access 2000,mdb,Databases,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1999,-4,2002,-4,-8,8.00,Moderate Risk,0.001,-5,3,6
,,8.00,Moderate Risk,NF00256,Microsoft Access 2002,mdb,Databases,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,2001,-4,2007,-4,-8,8.00,Moderate Risk,0.001,-5,3,6
,,10.00,Moderate Risk,NF00254,Microsoft Access 2007,mdb|accdb,Databases,-1,-1,-1,0,0,-3,2,2,-1,2,-1,4,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2007,-4,2016,-2,-6,10.00,Moderate Risk,0.001,-5,3,8
,,12.00,Moderate Risk,NF00494,Microsoft Access 2010,accdb,Databases,-1,-1,-1,0,0,-3,2,2,-1,2,-1,4,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2010,-2,2016,-2,-4,12.00,Moderate Risk,0.001,-5,3,10
,,12.00,Moderate Risk,NF00495,Microsoft Access 2013,accdb,Databases,-1,-1,-1,0,0,-3,2,2,-1,2,-1,4,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2013,-2,2016,-2,-4,12.00,Moderate Risk,0.001,-5,3,10
,,14.00,Moderate Risk,NF00496,Microsoft Access 2016,accdb,Databases,-1,-1,-1,0,0,-3,2,2,-1,2,-1,4,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2016,-2,2018,0,-2,14.00,Moderate Risk,0.001,-5,3,12
